message,sentiment
Achtung! Neue Facebook-Spam-Gruppe! http://t.co/CHFUFdaMRW,neutral
Let's Play Rage #35 - Geld verdienen: http://t.co/BGinfX1BFs über @YouTube,neutral
Fastest 1K #nike #nikeplus #nikerunning #makeitcount #1K http://t.co/4BWbwi7CUM,neutral
@WWATGermany okay:) leider nicht in meiner Nähe aber vielleicht sieht man sich ;),negative
Invalidenversicherung: «Der Schmerz  geht niemals weg» http://t.co/m3968dAgoy #ivrevision #schmerzen,neutral
"@_Kathi_1995 einfach in google immer ""grey's anatomy season X episode X online"" eingeben :D und dann schauen was klappt...^^",neutral
Selbstmord: US-Schauspieler Lee Thompson Young ist tot - Kultur | STERN.DE Mobile http://t.co/NZL6480Yf0,neutral
@thomastrystudio @FChKilchmann Betrifft das Linsengeschäft. Ob ne kalte Linsensuppe und ein warmer Champagner da passen? Vodka gekühlt:check,neutral
@BayernAllez Mich würd's nich wundern wenn selbst die den hassen... 😂😂😂,positive
What's your favorite TH song? — Jung und nicht mehr Jugendfrei. http://t.co/MpO03HMlU5,neutral
RT @netzwelt: #GalaxyS5: Gerüchte um vier Gigabyte großen Arbeitsspeicher: http://t.co/LxGTOTdpgK #Smartphone #Samsung #Handy,neutral
@blattella nicht schlecht. Sicherlich interessant. Scann mal. Aber vorher anonymisieren :D.,positive
"RT @CarenLay: Lieblingsforderung 8: Bezahlbare #Energie! Stromsteuer senken, Preisaufsicht einführen, Stromgeschenke streichen #LINKE",neutral
Foto: dem0nscanswim: Breaking point @ camden underworld (LAST SHOW) 19/10/13 http://t.co/8gtgxO8Q2b,neutral
Und jetzt im Supermarkt ewig anstehen. Ich bekomm auch nichts geschenkt...,positive
News 2 neue Ergebnisse für Korruption Integritätsradar zur Bundestagswahl 2013: Initiativen der letzten vier… http://t.co/h638qiZxLx,neutral
Schöner kleiner Foto-Wettbewerb: http://t.co/ss1cHCv6jo,neutral
"@AppelPatrick 251,00 - hatte ich heute nachmittag gepostet. Irre!",positive
"@SocialMediaR_HH Merker fürs nächste Jahr: Publikum linke Saalseite digital, rechte analog sortieren. #sak13",neutral
@mohendishnm aynen öyle schaweater :) @Schule_Nml,positive
I liked a @YouTube video http://t.co/OW3qIy7H8N Das geht an alle die mich nicht kennen ...,positive
"Neeeeeein ich hab keine schlechte Laune, alles nur einbildung -.-",negative
"eBook ""Zeitmangement - nicht nur für Golfer"" kostenloser Download: http://t.co/QvQgzuDxwC #eBook #Zeitmanagement",neutral
Anmeldungen noch möglich!: „@JochenChrist: Buchhandel - Webinar: Sonja Lehmann u. Volker Bombien über Social Media http://t.co/yA9KWzutrr ”,positive
Endlich? http://t.co/rJDL3idCtz,neutral
"Genau. Wo kommen wir denn hin, wenn hier Journalisten ihre Arbeit machen! http://t.co/iOUlbZSKca #rausausbayern",negative
Nicaragua: Interozeanischer Schifffahrtskanal gefährdet wichtigste Trinkwasserquelle – Freibrief für den Investor http://t.co/82pC1B7nyx,negative
"@DB_Bahn es wurde nicht angekuendigt, dass der halt in duisburg entfällt. essen und bochum ja, duisburg wurde nicht erwähnt.",neutral
@Mister_Moran natürlich...,neutral
@Aluenschen Ich schick keine Bilder!,neutral
Gewehr aus #3D-Drucker nun voll funktionstüchtig: http://t.co/mfZMImGFDf,neutral
@exoticshadow_88 OMG DAS WÄRE SOOO GEIL ME TOO ganz gut war uni.die haben uns alles wichtige gebäuden gezeigt&amp;grad gym dir sweetiii??,positive
RT @lydialucia: Freundin sucht zum 1. November ein WG Zimmer in Münster bis 350€ warm! Please RT! :),neutral
Heute beim Marathon hat meine RCX5 von @polar_de_news zeitweise im Stich gelassen. Puls weg &amp; Laufsensor zu langsam. http://t.co/wNFLc2i855,negative
@ZeitounElodie Motivation!!,positive
"Fürth, wo alte Frauen Air Force tragen und Jugendliche lieber zu ausgelatschten Pumaschuhen greifen.",neutral
"Ovomaltine Express. Einmal drauf weinen, fertig!",neutral
"Kann sein, muss aber nicht nächste iphone 5C Mainboard iphone 5S: Verpackung Fingerabdruck Sensor fast bestätigt Foto Mix.",neutral
"@MsKathyPink ja, versucht halt lustig zu sein, obwohls nur mega peinlich &amp; erbärmlich ist!!",negative
"@Mme_Foufou ganz einfach, weil... Ach so..!",neutral
100 Milliarden neue Schulden ist ein prima Ergebnis. #tvduell,neutral
@bendzko war echt unglaublich gestern!:) #rpr1,positive
Das Brauberger Lübeck sucht dringend eine Aushilfe #stelle #aushilfe #brauberger https://t.co/fmGWZbYifC,neutral
"On page 357 of 605 of Gefährliche Liebe, by E.L. James http://t.co/VxlcIVVDHe",neutral
@Maillioni Sicher das Laptop schrott?! Zeigt er noch etwas an?!,neutral
"Discofox Dance Mix 2013 ( DJ Frank Mix ) Party mit Songs aus ""alten"" Zeiten neu verpackt! Viel Spaß beim anhören... http://t.co/VALGLhGlB6",neutral
#telmi #dewa Sport: Fußball/1. Bundesliga: Eintracht Braunschweig geht in Hamburg unter,neutral
RT @pascalguido: Kinderseelen sterben leise http://t.co/FKhkCrZwtk,negative
"Oh hallo du süßes Gewitter, oh wundervoller Regen! &lt;3",positive
Ne gucke fern. Andere sind zu blöd zum bevor der Preis steigt Disk Diag Getrunken?,neutral
Abstieg 2013. #VfB #aufbruch1893,negative
#Science Archäologie: Zivilisierte Verdauung http://t.co/CYuMXxhSHN,neutral
Bahnfahren: Zehn legale Spartricks http://t.co/ifcqyEsSR1,neutral
Jesse Eisenberg glaubt nicht an kluge Rollenwahl http://t.co/xPilaTcUrO #JesseEisenberg,neutral
mir...ist.......so.......scheiße....warm........ich.....sterbe......gleich.,negative
SGE ;-) Eintracht Frankfurt siegt auch gegen Maccabi Tel Aviv http://t.co/ew3D9VKmq8,positive
"✔ #gratis in den Katalog http://t.co/kng0vjEGst eintragen, kostenlos!",neutral
@miaklaraundich Was denn zum Beispiel?,neutral
RT @Fl0range: @PParzival freie Entfaltung aller Menschen. Der neue Gesellschaftsentwurf aus dem Netz - Freiheit und Solidarität sind kein G…,neutral
RT @seniorpfoten: ...scheinbar keiner da..dann können wir hier ganz geheim unsere Scheibe vergraben :-) http://t.co/kz0TD7YUzJ,positive
#games Fable Legends: Exklusiv für Xbox One angekündigt http://t.co/CKmeZhit75,neutral
#RacialProfiling: Bundesregierung rechtfertigt rassistische Polizeikontrollen: http://t.co/NS2Mdljhzk,neutral
"Berater/in Vermittlung 100%,: SAH Bern , 100%, 3097, BE http://t.co/YhPEHFoAY8",neutral
Gleich zum Training.Habe gerade meine komplette Musik vom ipod gelöscht.,neutral
"Auch gut!: RT @Nico: den fehler, auf eine frage zu antworten, wird merkel nicht noch einmal machen. #tvduell",neutral
Demokratiepaket: Politik rügt Richter http://t.co/g8OMMBWJiK,neutral
"Preisabschlag 50% Preis: 18,40 €. Textilien: Noppies Damen Umstandsmode Shirt/ Top, All over Druck 30311, Gr... http://t.co/OcRQapWzvj",neutral
@fussballzimmer wachsen jedenfalls nicht😄😄😉,positive
RT @Berlin_de_News: Identität eines Toten nach Wohnungsbrand geklärt http://t.co/zColA9bwQc #Berlin,neutral
Halbzeit bei #Bayern gegen #Freiburg! #Bayern führt 1:0 http://t.co/q5vDF2LxXm,neutral
"@michelreimon @brodnig @iwona_w @thomasseifert @marcoschreuder dass ich erleben darf, dass du sowas verteidigst. Köstlich.",positive
Diese Forscher sind dümmer als n Zentimeter Feldweg #IndependenceDay,negative
@drevoigt lächerlich...,negative
@SunDancerGE bringt durchs Telefon nichts...,negative
"RT @SusiSorglos15: Irgendwo zwischen dem Schrei nach Aufmerksamkeit und dem Wunsch nach Liebesfilm, Pizza und Wolldecke.",neutral
Fremden leuten bei omegle mit ihren beziehungsproblemen helfen. ich.,positive
Blutige Burger (Mittags-Pausen-Krimi) eBook: Manuela Mendez: Amazon.de: Kindle-Shop http://t.co/OWDSWB2UIw kostenlos #kindle,neutral
Erinnerst du dich an deine Träume? — Sometimes Yes. Sometimes No. http://t.co/Dt6BVbXm2S,neutral
"Prüfungstermine der schriftlichen Prüfungen: 23.05 Deutsch, 26.05 Englisch, 27.05 Mathe, 28.05. Gesundheit/Pflege. Was geht den da?!?!?!",neutral
RT @peterpstuttgart: YES da seid ihr richtig! RT @abrissaufstand: 1031 #S21-Gegner demonstrieren jetzt im Rathaus bei Gemeinderatssitzung z…,positive
Das Verhalten der Hunde wirft sehr oft Missverständnisse auf! Lesen Sie hier! http://t.co/3C2S7dazyt,neutral
@AhrewmLee kamu syahrenong:-(,negative
"SMS Sexkontakte: Einfach Ich  (24 Jahre) aus Tirol sucht einen Mann, im Alter von 19 bis 49 Jah... http://t.co/XUCQVjcyqP &lt;-- klick hier",neutral
Seetaler Natel-Antennen beschäftigen Bundesgericht http://t.co/PyO7Jy63W1,neutral
@Puscheljeany Sollte wohl kein Problem werden :&gt;,positive
Sonntag ✔ Fitness ✔ Nichts tun✔,positive
@vollDeutsch ich auch. aber twitter sollte auch nicht das wichtigste im leben sein,negative
Da sucht wohl jemand Streit. #billigewortwitze #Viktoria #RLWest http://t.co/eAWMnpEXt0,neutral
@mia_wuascht @lonelyjogger da hast du auch alles recht dazu...manche schalten ihr Hirn nicht ein:-(,negative
wolkenreiter found Idyll - Ein schöner Ort im Deister (Traditional Cache) at 10/24/2013 (19.8km) http://t.co/elSVIKe2Na,positive
"@amina_you Die Männershirts haben einfach viel bessere Schnitte, oder?",neutral
"@EvidenT229 oh, Entschuldigung.",positive
@nattpyre83: Die @kosmolink wurde geblitzdingst hihi ^^eben nicht :),positive
"VIPgirlsBERLIN.de Samu Haber: ""Ich weiß nicht, ob ich je heiraten werde"": Musiker Samu Haber... http://t.co/3rtIghOufY VIPgirlsBERLIN.de",neutral
GUS-Raum: Russlands Einfluss schwindet http://t.co/Gf94U4TsOw,neutral
@ProSieben @MarcoMeisel rechts oben steht was. Direkt neben einem schönem Fernsehsender Logo.,neutral
@nogel Nachteil.. Öffis eben..,negative
@chrizkro @BVB Echte Liebe halt,neutral
legen wir los mit Energie Austausch!,positive
Fußballerinnen zerstören spielend Klischees http://t.co/GeT1lZHmlv,neutral
"Volksbank Raiffeisenbank Dachau eG, Kammerberg: ""alles bestens"" http://t.co/pSaQIRjsN7",neutral
#Fahrwerk Re: Vorderreifen rutscht weg http://t.co/uW6AQkQaKX #Ducati #SBK,neutral
"RT @Sintianemorais: Linda, perfeita, guapa, Wunderschön, Bella, Beautiful !! http://t.co/Ia62Sd2XpJ",positive
"@Kommismylife nein nein, ist dennoc eine berechtigte frage. denn ich kann dir nicht sagen ob ein Gehirntatsächlic _nur_ Logik beherrscht…",neutral
RT @Bytepolarstern: Realistisch bleiben. http://t.co/FqavX4vStS,neutral
Drinking an Aecht Schlenkerla Rauchbier - Märzen by Brauerei Schlenkerla (Heller) — http://t.co/E1Sm0rvu8i,neutral
"Hübsche Liza (3,5 Monate alt) wünscht sich liebes Zuhause: Köfering | Dieses liebe Mädchen sucht eine Familie ... http://t.co/34qqlW39ZZ",neutral
"Unser Presseportal bietet Zahn-Medizinern eine sehr effektive Möglichkeit, die eigenen Meldungen und http://t.co/fIlZhxlJF2",neutral
"RT @Toto_the_brave: Würde Red Bull tatsächlich Flügel verleihen, wäre ich mittlerweile 'ne Boeing.",neutral
"RT @Patrick_Kurth: Versprechen sind Ziele der Parteien und nicht Weihnachtsbriefe. Je mehr Zuspruch an der Urne, umso mehr Umsetzung an Zie…",neutral
50 Jahre Rede von Martin Luther King: Harrison Taylor erzählt vom Kampf für #Gleichberechtigung in #Tuscaloosa: http://t.co/6X5FsiUq6x,neutral
@HoneyballCookie Absolute Frechheit! #KeinGentleman!,negative
@CGautschi ich mag die nicht.....ich liebe die!,positive
"@Chambliss_chick @foreverbeach hehehe, see!",positive
Da kann man dann auch echt jeden Namen hinten drauf schreiben. Mir fehlt eine klare Aussage der Partei: http://t.co/EHQXMCu5Kp,neutral
Robbens Bewegungen beim feiern sehen nicht gut aus…. WTF,negative
"@Schoko_Junkie Du willst echt nicht bis zum Marathon warten, was? X'DDD",positive
@MASSHALTEN @VDBZZ manche Träume zerbrechen,neutral
RT @NiklasBl: @SamiSlimani AAH! DU HAST MIR GEANTWORTET *-* ich bekomme keine Luft mehr :o DANKE &lt;3 WE LOVE YOU SO MUCH :*,positive
Romantisches Date – Was geht da zwischen Jason Segel &amp; Cameron Diaz? http://t.co/OYVXex7yqV,neutral
.@faz_net:Bundestagswahl: Steinbrücks Erfahrungen http://t.co/4vq6A11JQ8 #faz,neutral
Acht Punkte Abzug für Admira wegen Lizenzverstößen http://t.co/7ukxQitkI0,neutral
"Und.. Wieder da. War ur cool. Reisen is ur cool, wenn da nicht andere Reisende wären :-)",positive
#startup #business Personalservice: Neue Markenstrategie bei I-Potentials: Digital Executives startet Ende des... http://t.co/ttfHCEVYDK,neutral
confixx Speicherplatz aus dem Programm genommen. Für laufende Verträge ändert sich nichts - http://t.co/o4ikr2rHXs,neutral
RT @madameherzl0s: Darf euch meine Brüste nicht zeigen. Findet der Mann nicht toll. Müsst Ihr halt Eure zeigen!,neutral
"Ach, jetzt hab ich's: Der Samu braucht 'nen kostenlosen Friseur für seinen Hühnerstall. #tvog",neutral
"RT @haraldlink: +++ EIL +++ Gut informierte Kreise erwarten, dass Beendigungsminister #Pofalla um die Mittagszeit eine Erklärung zur Arbeit…",neutral
@quengelexemplar Schmeckt bestimmt nicht sehr gut.,negative
@Polichena59 cool dont answer your phone bitch,negative
@donutchele haha brauch keiner,positive
"RT @vivaonline: 'Charmed' soll laut CBS zurückkomen, aber wohl mit neuen Schauspielern.",neutral
Kranke Englische Bulldogge vermutlich ausgesetzt! Verein bittet um… http://t.co/XMBL1Dv9WL #tierheim #derenburg,neutral
zu große tunnel sehen so hässlich aus im going to vomit,negative
Italienische Richter bestätigen Haftstrafe gegen Berlusconi http://t.co/qIbeDRyFmU,neutral
Beziehungsstatus: Ich würde dich gerne um jeden Preis verdrängen...,neutral
@tagesschau @peersteinbrueck Im übrigen verbreitet schwarzgelb über die Aussage schon wieder fleißig Merkels Missverständnis,neutral
RT @tagesschau: Inflation: Indiens Notenbank erhöht Leitzins erneut http://t.co/YZkRzrt6do #Indien,neutral
Privatkredit als Kredit ohne Schufa bei schlechter Bonität http://t.co/dIhplmStWa,neutral
New post: H: Zeugenaufruf! 21-Jähriger überfallen http://t.co/diCvdmk6W8,neutral
@Wer_Ich_Bin was macht Obama wenn in Syrien innerhalb der nächsten 9 Tage wieder Giftgas von den Rebellen eingesetzt wird?,neutral
"Mhhh, schwedischer Birnensaft...",positive
"Wenn ichs nicht schon wäre, ich würde irre werden O_O o_O &gt;_&lt;",negative
ePlayer: Highlights Shandong - R&amp;F. CSL: Wembley-Tor! Shandong festigt Rang zwei. Kanal: Fußball Asien,neutral
"@TimRozenski Schützengrabensimulator 1916 wäre auch nicht sonderlich spektakulär. Ginge vermutlich Richtung Papers, please",negative
"Danach hab ich den Film gemieden, weil er.. naja egal, wird sicher schön =D",positive
Hübscher... Knoten http://t.co/bdA46elJfw,positive
@RyanSeichter20 WELL CLEARLY YOURE NOT COOL,negative
Jamie Foxx datet Katie Holmes NICHT [Video] http://t.co/RTZ1lU9lCZ #StarsLifestyleStars #Dementi #Gerüchte #Hollywood #JamieFoxx,neutral
"@david_zwei aua, echt hart",negative
Schule gerade meine 82jährige Mutter von Windows auf Mac um. Das geht. Umgekehrt wäre eine Zumutung. ;),positive
"@florianklenk @iwona_w kinder hörts auf, ihr spielts fast in der selben sandkiste, suchts euch echte ziele -&gt; @Kronenzeitung @Heute_at ....",neutral
RT @TheLPHenderson: @BTRAre_MyKings hey meine süsse ♥. Seh grad dir gehts nicht gut. Hoffe dir gehts besser. ♥,positive
Georg Schramm - Die Fakten reden Klartext - Neues aus der Anstalt 01.10....: http://t.co/Kufl24fcdb via @youtube,neutral
"Klenk: Journalisten der nächsten Generation werden lernen müssen, mit Technikern zu arbeiten. #iJOUR #Handwerkszeug",neutral
"Da fehlt die Größe: 32 GB SanDisk Class 10 Micro SD SDHC - 21,15€",neutral
"@enchanting_mana in der S71, ich versuch schnell Martin zu erreichen",neutral
Film: Was Klaus Maria Brandauer an Wilhelm Reich so schätzt: Der österreichische Schauspieler Klaus Maria.. http://t.co/tHlG1ur1tE,neutral
@marcgutte ausgezeichnete Idee. Nächsten Son Abend schon was vor? ;) Mit Bud-light natürlich! #NFL,positive
@WingsCimorelli @BennyCim Meine wecken mich zum Glück nicht :) nope,positive
"RT @sommerblume_: Fenster auf, weil es zu heiß ist. Hereinkommen: 10 Stechmücken, 7 Spinnen, 14 Fliegen, 5 Zeugen Jehovas. Fenster zu. Na t…",negative
@WMMAMM @NyFoss @Enormous_Penis Dann gibts auch keine Tittenbilder mehr!!!!,neutral
"tief durchatmen und sich dem hingeben, merci Dieter ,,, http://t.co/YdO6uJYXw0",neutral
- Burkhardtsgrün beidseitig - Danke Marcus  - Langenwetzdorf Richtung Greiz kurz nach dem Dönerimbiss (blauer Opel... http://t.co/SWov6pjUyx,neutral
#Dating Frauen Gezielt Verfuehren Mit Dating- Doktor Danny Adams: Frauen Gezielt Verfuehren- Ebook Mit Zw... http://t.co/C4BILso75N - RT,neutral
Alter bei Free kackt einfach alles ab #hauptsachefree,negative
Einsame Liebe? 🚲 @ Urbach http://t.co/IPXgX7Jbek,neutral
na dann guten Hunger.. http://t.co/8AeX17xaIm,neutral
"@potatz780117 Aber um 24:00 auf'n Rastplatz, Schatz. ;)",positive
"Woche geschafft, liveticker beim #evr gegen #peiting",neutral
"Bundesliga: Thomas Müller: ""Da steckt noch viel Henyckes drin"": Nach dem 3:2 gegen Hertha BSC war Bayern... http://t.co/EP1JnVXXfp #SPOX",neutral
BMW e46 330i m-Paket 2: Ettenhausen an der Suhl | Schöner 3er mit 19 Zoll alufelgen 90% Profil Innen Raum sehr... http://t.co/qEkvoobpde,neutral
"#Syrien: #Assad will kämpfen, nicht verhandeln http://t.co/GO7WgsSdqE",neutral
Unterwegs :) auf Bahn warten http://t.co/9CuZRllXnB,positive
RT @koeln_de: In drei Minuten quer durch Köln. Dieses Zeitraffer-Video lässt das Herz eines jeden Kölners höher schlagen! http://t.co/ro6fz…,neutral
RT @MFeldmayer: Niddarenaturierung Frankfurt Sossenheim mit A. Hanisch u. T. Schlimme. Gelungene Veranstaltung @grueneffm http://t.co/CoRQW…,positive
"Jetzt: #Raidtalk der MoP PvE Stammtisch! Gäste aus vielen Top Gilden: Method, Envy, TG Gaming, ScrubBusters,... http://t.co/C18Y8cwudU",neutral
"Check it out: The BossHoss-2er Aufnäher Set + 30 Nieten für nur 15,00 € statt 19,99 € http://t.co/FNmR900Vz5",neutral
"Abpfeifen, mehr Spiel brauche ich nicht, Ergebnis passt #H96M05",positive
"Nicht nur gg Bürger, sondern auch gg eigene Mitarbeiter mobben die Behörden. Diese Fälle bearbeitet http://t.co/8J4m17oQ6I",negative
"@FishyRocksYou ok. Hab' nur bisschen Kopfweh... Wahrscheinlich, weil Schlafmangel...",negative
#STEMPEL #Qualität #sicher #online ▸ #Holzstempel aus #Buchenholz z. B. 50 x 30 mm (max. 6 Zeilen) mit #Zubehör http://t.co/CyLQO1ezAi,neutral
"Goaste taxi chaffisen, love youu",positive
Teures Trostpflaster für Wahlschlappe - FDP-Staatssekretäre beziehen weiter Gehalt http://t.co/rlxzpJOoHS,neutral
@pseudoschlumpf Oh ja... und wenn man dann auch noch unterm Bett säubern muss ._.,negative
"@comme1grande Fünf, sechs, alte Hex, sieben, acht, gute Nacht... yay!",positive
Reiserechtler zu Ägypten: Notstand rechtfertigt ko http://t.co/EeRCULqhvp #Kostenlose #Notstand #rechtfertigt #Reiserechtler #Stornierung,neutral
"#GeekWeek: Heute könnt ihr auf Youtube Missile Command spielen, wies genau funktioniert, steht hier: http://t.co/fydnJ9xgrO",neutral
Neue OZ: Kommentar zu Berlin Music Week http://t.co/wV17dXLmop,neutral
Suzuki gsxr 750 w tüv neu wenig km: Espelkamp | Gsxr 750 W Zum verkauf kommt meine GSXR 750 W im original zust... http://t.co/Q4JaMHBiaP,neutral
"Wattn Glück, datt der kleine Spacko mitte hochgekrempelte Hose nich anne Torwand gewonnen hat. Hätte nich gepasst inne Malochersendung. #ass",negative
POL-H: Zeugenaufruf! Motorradfahrer bei Unfall leicht verletzt http://t.co/QKTbR1Tcfi,neutral
Selten sinnloser Beitrag @spiegelonline: Ahnungslosigkeit durch Digitalisierung http://t.co/cmD7v8j7fU #realitätsferne #nichtsverstanden,negative
